D:\Agilent\ICPMH\1\DATA\Vera\2025-06-16_ETV_TRA_O2.b\011SMPL.d,
42.42008,1161.86
42.45058,1128.76
42.48108,1187.95
42.51158,1182.93
42.54209,1071.59
42.57259,1194.97
42.60309,1165.88
42.6336,1177.92
42.6641,1133.77
42.6946,1138.79
42.72511,1193.97
42.75561,1213.03
42.78611,1189.95
42.81661,1143.81
42.84712,1107.69
42.87762,1158.85
42.90812,1219.05
42.93863,1204
42.96913,1133.77
42.99963,1185.94
43.03014,1235.11
43.06064,1151.83
43.09114,1216.04
43.12164,1240.12
43.15215,1159.86
43.18265,1151.83
43.21315,1074.59
43.24366,1050.52
43.27416,1104.68
43.30466,1185.94
43.33517,1169.89
43.36567,1221.06
43.39617,1181.93
43.42667,1153.84
43.45718,1144.81
43.48768,1194.97
43.51818,1176.91
43.54869,1161.86
43.57919,1103.68
43.60969,1174.91
43.6402,1153.84
43.6707,1136.78
43.7012,1123.74
43.7317,1224.07
43.76221,1106.69
43.79271,1180.93
43.82321,1154.84
43.85372,1199.99
43.88422,1157.85
43.91472,1119.73
43.94523,1163.87
43.97573,1121.74
44.00623,1143.81
44.03673,1187.95
44.06724,1110.7
44.09774,1107.69
44.12824,1158.85
44.15875,1149.83
44.18925,1182.93
44.21975,1164.87
44.25026,1127.76
44.28076,1187.95
44.31126,1141.8
44.34176,1110.7
44.37227,1179.92
44.40277,1134.78
44.43327,1143.81
44.46378,1112.71
44.49428,1149.83
44.52478,1137.79
44.55529,1130.77
44.58579,1162.87
44.61629,1207.01
44.64679,1148.82
44.6773,1139.79
44.7078,1162.87
44.7383,1156.85
44.76881,1114.72
44.79931,1212.03
44.82981,1193.97
44.86032,1180.93
44.89082,1161.86
44.92132,1160.86
44.95182,1153.84
44.98233,1149.83
45.01283,1163.87
45.04333,1067.57
45.07384,1182.93
45.10434,1134.78
45.13484,1079.61
45.16535,1162.87
45.19585,1145.81
45.22635,1194.97
45.25685,1224.07
45.28736,1185.94
45.31786,1209.02
45.34836,1216.04
45.37887,1174.91
45.40937,1151.83
45.43987,1183.94
45.47038,1184.94
45.50088,1167.88
45.53138,1112.71
45.56188,1196.98
45.59239,1162.87
45.62289,1177.92
45.65339,1193.97
45.6839,1118.73
45.7144,1229.09
45.7449,1157.85
45.77541,1166.88
45.80591,1150.83
45.83641,1173.9
45.86691,1179.92
45.89742,1171.9
45.92792,1170.89
45.95842,1139.79
45.98893,1156.85
46.01943,1166.88
46.04993,1238.12
46.08044,1153.84
46.11094,1194.97
46.14144,1160.86
46.17194,1155.84
46.20245,1149.83
46.23295,1123.74
46.26345,1204
46.29396,1179.92
46.32446,1161.86
46.35496,1141.8
46.38547,1131.77
46.41597,1124.75
46.44647,1150.83
46.47697,1114.72
46.50748,1196.98
46.53798,1163.87
46.56848,1156.85
46.59899,1126.75
46.62949,1188.95
46.65999,1169.89
46.6905,1233.1
46.721,1130.77
46.7515,1123.74
46.782,1122.74
46.81251,1220.05
46.84301,1188.95
46.87351,1165.88
46.90402,1173.9
46.93452,1145.81
46.96502,1118.73
46.99553,1220.05
47.02603,1139.79
47.05653,1195.97
47.08703,1201.99
47.11754,1153.84
47.14804,1120.73
47.17854,1180.93
47.20905,1093.65
47.23955,1145.81
47.27005,1139.79
47.30056,1155.84
47.33106,1170.89
47.36156,1213.03
47.39206,1221.06
47.42257,1173.9
47.45307,1155.84
47.48357,1198.98
47.51408,1138.79
47.54458,1179.92
47.57508,1179.92
47.60559,1192.96
47.63609,1124.75
47.66659,1073.59
47.69709,1101.68
47.7276,1175.91
47.7581,1094.65
47.7886,1177.92
47.81911,1188.95
47.84961,1160.86
47.88011,1179.92
47.91062,1133.77
47.94112,1183.94
47.97162,1213.03
48.00212,1122.74
48.03263,1153.84
48.06313,1149.83
48.09363,1080.61
48.12414,1121.74
48.15464,1193.97
48.18514,1109.7
48.21565,1136.78
48.24615,1168.89
48.27665,1139.79
48.30715,1149.83
48.33766,1168.89
48.36816,1193.97
48.39866,1129.76
48.42917,1188.95
48.45967,1129.76
48.49017,1191.96
48.52068,1130.77
48.55118,1108.7
48.58168,1122.74
48.61218,1273.24
48.64269,1219.05
48.67319,1215.04
48.70369,1120.73
48.7342,1137.79
48.7647,1113.71
48.7952,1151.83
48.82571,1132.77
48.85621,1157.85
48.88671,1199.99
48.91721,1105.69
48.94772,1141.8
48.97822,1108.7
49.00872,1127.76
49.03923,1159.86
49.06973,1130.77
49.10023,1123.74
49.13074,1144.81
49.16124,1067.57
49.19174,1116.72
49.22224,1178.92
49.25275,1136.78
49.28325,1172.9
49.31375,1143.81
49.34426,1191.96
49.37476,1145.81
49.40526,1103.68
49.43577,1178.92
49.46627,1154.84
49.49677,1131.77
49.52727,1170.89
49.55778,1102.68
49.58828,1112.71
49.61878,1185.94
49.64929,1175.91
49.67979,1078.61
49.71029,1130.77
49.7408,1131.77
49.7713,1168.89
49.8018,1197.98
49.8323,1093.65
49.86281,1190.96
49.89331,1225.07
49.92381,1159.86
49.95432,1153.84
49.98482,1116.72
50.01532,1174.91
50.04583,1158.85
50.07633,1110.7
50.10683,1146.82
50.13733,1129.76
50.16784,1200.99
50.19834,1143.81
50.22884,1154.84
50.25935,1093.65
50.28985,1120.73
50.32035,1129.76
50.35086,1143.81
50.38136,1215.04
50.41186,1114.72
50.44236,1120.73
50.47287,1136.78
50.50337,1119.73
50.53387,1149.83
50.56438,1164.87
50.59488,1166.88
50.62538,1107.69
50.65589,1137.79
50.68639,1190.96
50.71689,1171.9
50.74739,1106.69
50.7779,1200.99
50.8084,1067.57
50.8389,1089.64
50.86941,1140.8
50.89991,1198.98
50.93041,1150.83
50.96092,1124.75
50.99142,1127.76
51.02192,1168.89
51.05242,1135.78
51.08293,1128.76
51.11343,1177.92
51.14393,1152.83
51.17444,1170.89
51.20494,1086.63
51.23544,1090.64
51.26595,1102.68
51.29645,1153.84
51.32695,1102.68
51.35745,1250.16
51.38796,1121.74
51.41846,1087.63
51.44896,1108.7
51.47947,1167.88
51.50997,1177.92
51.54047,1191.96
51.57098,1174.91
51.60148,1083.62
51.63198,1157.85
51.66248,1197.98
51.69299,1105.69
51.72349,1186.94
51.75399,1116.72
51.7845,1226.08
51.815,1149.83
51.8455,1168.89
51.87601,1121.74
51.90651,1171.9
51.93701,1172.9
51.96751,1150.83
51.99802,1193.97
52.02852,1152.83
52.05902,1165.88
52.08953,1257.18
52.12003,1092.65
52.15053,1144.81
52.18104,1137.79
52.21154,1155.84
52.24204,1173.9
52.27254,1174.91
52.30305,1115.72
52.33355,1107.69
52.36405,1159.86
52.39456,1064.56
52.42506,1137.79
52.45556,1179.92
52.48607,1174.91
52.51657,1223.07
52.54707,1204
52.57757,1118.73
52.60808,1094.65
52.63858,1211.02
52.66908,1140.8
52.69959,1183.94
52.73009,1112.71
52.76059,1135.78
52.7911,1164.87
52.8216,1101.68
52.8521,1148.82
52.8826,1128.76
52.91311,1131.77
52.94361,1096.66
52.97411,1139.79
53.00462,1172.9
53.03512,1178.92
53.06562,1170.89
53.09613,1192.96
53.12663,1203
53.15713,1186.94
53.18763,1135.78
53.21814,1177.92
53.24864,1154.84
53.27914,1179.92
53.30965,1102.68
53.34015,1152.83
53.37065,1089.64
53.40116,1172.9
53.43166,1135.78
53.46216,1142.8
53.49266,1147.82
53.52317,1181.93
53.55367,1161.86
53.58417,1160.86
53.61468,1232.1
53.64518,1141.8
53.67568,1163.87
53.70619,1169.89
53.73669,1104.68
53.76719,1121.74
53.79769,1206.01
53.8282,1149.83
53.8587,1105.69
53.8892,1137.79
53.91971,1149.83
53.95021,1167.88
53.98071,1176.91
54.01122,1170.89
54.04172,1194.97
54.07222,1176.91
54.10272,1116.72
54.13323,1156.85
54.16373,1205
54.19423,1162.87
54.22474,1167.88
54.25524,1206.01
54.28574,1098.67
54.31625,1160.86
54.34675,1134.78
54.37725,1158.85
54.40775,1161.86
54.43826,1222.06
54.46876,1130.77
54.49926,1121.74
54.52977,1134.78
54.56027,1121.74
54.59077,1190.96
54.62128,1145.81
54.65178,1160.86
54.68228,1142.8
54.71278,1217.04
54.74329,1120.73
54.77379,1224.07
54.80429,1178.92
54.8348,1110.7
54.8653,1188.95
54.8958,1154.84
54.92631,1114.72
54.95681,1142.8
54.98731,1134.78
55.01781,1204
55.04832,1120.73
55.07882,1116.72
55.10932,1166.88
55.13983,1154.84
55.17033,1151.83
55.20083,1157.85
55.23134,1161.86
55.26184,1145.81
55.29234,1155.84
55.32284,1189.95
55.35335,1177.92
55.38385,1146.82
55.41435,1145.81
55.44486,1199.99
55.47536,1154.84
55.50586,1102.68
55.53637,1109.7
55.56687,1116.72
55.59737,1129.76
55.62787,1122.74
55.65838,1171.9
55.68888,1141.8
55.71938,1156.85
55.74989,1180.93
55.78039,1168.89
55.81089,1193.97
55.8414,1178.92
55.8719,1093.65
55.9024,1135.78
55.9329,1258.19
55.96341,1134.78
55.99391,1166.88
56.02441,1181.93
56.05492,1154.84
56.08542,1121.74
56.11592,1221.06
56.14643,1130.77
56.17693,1170.89
56.20743,1123.74
56.23793,1116.72
56.26844,1089.64
56.29894,1171.9
56.32944,1148.82
56.35995,1161.86
56.39045,1146.82
56.42095,1142.8
56.45146,1183.94
56.48196,1147.82
56.51246,1163.87
56.54296,1226.08
56.57347,1154.84
56.60397,1208.01
56.63447,1080.61
56.66498,1191.96
56.69548,1162.87
56.72598,1168.89
56.75649,1213.03
56.78699,1172.9
56.81749,1186.94
56.84799,1052.53
56.8785,1167.88
56.909,1113.71
56.9395,1117.72
56.97001,1168.89
57.00051,1105.69
57.03101,1150.83
57.06152,1227.08
57.09202,1207.01
57.12252,1153.84
57.15302,1184.94
57.18353,1147.82
57.21403,1197.98
57.24453,1154.84
57.27504,1194.97
57.30554,1155.84
57.33604,1126.75
57.36655,1169.89
57.39705,1125.75
57.42755,1185.94
57.45805,1235.11
57.48856,1173.9
57.51906,1184.94
57.54956,1197.98
57.58007,1185.94
57.61057,1117.72
57.64107,1181.93
57.67158,1126.75
57.70208,1159.86
57.73258,1146.82
57.76308,1113.71
57.79359,1182.93
57.82409,1166.88
57.85459,1097.66
57.8851,1152.83
57.9156,1195.97
57.9461,1111.71
57.97661,1084.62
58.00711,1107.69
58.03761,1120.73
58.06811,1150.83
58.09862,1143.81
58.12912,1162.87
58.15962,1152.83
58.19013,1085.63
58.22063,1171.9
58.25113,1167.88
58.28164,1132.77
58.31214,1199.99
58.34264,1157.85
58.37314,1171.9
58.40365,1138.79
58.43415,1189.95
58.46465,1142.8
58.49516,1175.91
58.52566,1238.12
58.55616,1077.6
58.58667,1128.76
58.61717,1091.65
58.64767,1171.9
58.67817,1179.92
58.70868,1133.77
58.73918,1149.83
58.76968,1144.81
58.80019,1080.61
58.83069,1165.88
58.86119,1133.77
58.8917,1135.78
58.9222,1193.97
58.9527,1133.77
58.9832,1093.65
59.01371,1180.93
59.04421,1172.9
59.07471,1122.74
59.10522,1097.66
59.13572,1192.96
59.16622,1096.66
59.19673,1188.95
59.22723,1109.7
59.25773,1092.65
59.28823,1085.63
59.31874,1144.81
59.34924,1103.68
59.37974,1179.92
59.41025,1134.78
59.44075,1204
59.47125,1116.72
59.50176,1200.99
59.53226,1135.78
59.56276,1121.74
59.59326,1137.79
59.62377,1095.66
59.65427,1157.85
59.68477,1075.6
59.71528,1058.55
59.74578,1123.74
59.77628,1171.9
59.80679,1211.02
59.83729,1155.84
59.86779,1159.86
59.89829,1130.77
59.9288,1011.41
59.9593,1135.78
59.9898,1178.92
60.02031,1208.01
60.05081,1141.8
60.08131,1179.92
60.11182,1141.8
60.14232,1199.99
60.17282,1131.77
60.20332,1112.71
60.23383,1154.84
60.26433,1119.73
60.29483,1062.56
60.32534,1113.71
60.35584,1104.68
60.38634,1099.67
60.41685,1161.86
60.44735,1184.94
60.47785,1133.77
60.50835,1210.02
60.53886,1140.8
60.56936,1140.8
60.59986,1224.07
60.63037,1189.95
60.66087,1124.75
60.69137,1135.78
60.72188,1096.66
60.75238,1147.82
60.78288,1110.7
60.81338,1120.73
60.84389,1191.96
60.87439,1199.99
60.90489,1140.8
60.9354,1141.8
60.9659,1136.78
60.9964,1146.82
61.02691,1169.89
61.05741,1205
61.08791,1154.84
61.11841,1172.9
61.14892,1133.77
61.17942,1175.91
61.20992,1153.84
61.24043,1188.95
61.27093,1174.91
61.30143,1141.8
61.33194,1169.89
61.36244,1112.71
61.39294,1142.8
61.42344,1060.55
61.45395,1138.79
61.48445,1128.76
61.51495,1113.71
61.54546,1133.77
61.57596,1158.85
61.60646,1097.66
61.63697,1151.83
61.66747,1159.86
61.69797,1152.83
61.72847,1158.85
61.75898,1159.86
61.78948,1208.01
61.81998,1169.89
61.85049,1150.83
61.88099,1087.63
61.91149,1133.77
61.942,1145.81
61.9725,1125.75
62.003,1128.76
62.0335,1235.11
62.06401,1185.94
62.09451,1180.93
62.12501,1131.77
62.15552,1132.77
62.18602,1194.97
62.21652,1149.83
62.24703,1132.77
62.27753,1207.01
62.30803,1146.82
62.33853,1213.03
62.36904,1115.72
62.39954,1093.65
62.43004,1178.92
62.46055,1193.97
62.49105,1145.81
62.52155,1118.73
62.55206,1175.91
62.58256,1210.02
62.61306,1161.86
62.64356,1134.78
62.67407,1176.91
62.70457,1146.82
62.73507,1118.73
62.76558,1164.87
62.79608,1092.65
62.82658,1104.68
62.85709,1164.87
62.88759,1154.84
62.91809,1108.7
62.94859,1183.94
62.9791,1199.99
63.0096,1161.86
63.0401,1166.88
63.07061,1161.86
63.10111,1170.89
63.13161,1176.91
63.16212,1137.79
63.19262,1225.07
63.22312,1150.83
63.25362,1201.99
63.28413,1159.86
63.31463,1119.73
63.34513,1103.68
63.37564,1128.76
63.40614,1127.76
63.43664,1183.94
63.46715,1201.99
63.49765,1115.72
63.52815,1112.71
63.55865,1131.77
63.58916,1123.74
63.61966,1201.99
63.65016,1081.62
63.68067,1141.8
63.71117,1138.79
63.74167,1057.54
63.77218,1134.78
63.80268,1087.63
63.83318,1116.72
63.86368,1104.68
63.89419,1116.72
63.92469,1192.96
63.95519,1163.87
63.9857,1174.91
64.0162,1235.11
64.0467,1121.74
64.07721,1151.83
64.10771,1146.82
64.13821,1183.94
64.16871,1080.61
64.19922,1113.71
64.22972,1125.75
64.26022,1142.8
64.29073,1142.8
64.32123,1168.89
64.35173,1112.71
64.38224,1168.89
64.41274,1180.93
64.44324,1182.93
64.47374,1108.7
64.50425,1135.78
64.53475,1170.89
64.56525,1199.99
64.59576,1177.92
64.62626,1172.9
64.65676,1150.83
64.68727,1159.86
64.71777,1169.89
64.74827,1185.94
64.77877,1125.75
64.80928,1183.94
64.83978,1144.81
64.87028,1153.84
64.90079,1170.89
64.93129,1176.91
64.96179,1169.89
64.9923,1171.9
65.0228,1168.89
65.0533,1185.94
65.0838,1201.99
65.11431,1164.87
65.14481,1118.73
65.17531,1125.75
65.20582,1146.82
65.23632,1161.86
65.26682,1132.77
65.29733,1093.65
65.32783,1116.72
65.35833,1145.81
65.38883,1129.76
65.41934,1113.71
65.44984,1141.8
65.48034,1140.8
65.51085,1137.79
65.54135,1144.81
65.57185,1163.87
65.60236,1144.81
65.63286,1099.67
65.66336,1089.64
65.69386,1179.92
65.72437,1106.69
65.75487,1039.49
65.78537,1144.81
65.81588,1129.76
65.84638,1140.8
65.87688,1082.62
65.90739,1166.88
65.93789,1118.73
65.96839,1078.61
65.99889,1157.85
66.0294,1159.86
66.0599,1154.84
66.0904,1146.82
66.12091,1107.69
66.15141,1110.7
66.18191,1119.73
66.21242,1209.02
66.24292,1139.79
66.27342,1156.85
66.30392,1185.94
66.33443,1110.7
66.36493,1120.73
66.39543,1101.68
66.42594,1115.72
66.45644,1066.57
66.48694,1160.86
66.51745,1089.64
66.54795,1143.81
66.57845,1147.82
66.60895,1143.81
66.63946,1176.91
66.66996,1152.83
66.70046,1157.85
66.73097,1115.72
66.76147,1184.94
66.79197,1135.78
66.82248,1171.9
66.85298,1176.91
66.88348,1077.6
66.91398,1169.89
66.94449,1142.8
66.97499,1123.74
67.00549,1120.73
67.036,1112.71
67.0665,1122.74
67.097,1150.83
67.12751,1184.94
67.15801,1158.85
67.18851,1133.77
67.21901,1111.71
67.24952,1194.97
67.28002,1159.86
67.31052,1213.03
67.34103,1186.94
67.37153,1149.83
67.40203,1105.69
67.43254,1181.93
67.46304,1159.86
67.49354,1170.89
67.52404,1107.69
67.55455,1162.87
67.58505,1167.88
67.61555,1106.69
67.64606,1161.86
67.67656,1169.89
67.70706,1118.73
67.73757,1104.68
67.76807,1166.88
67.79857,1111.71
67.82907,1143.81
67.85958,1103.68
67.89008,1119.73
67.92058,1164.87
67.95109,1201.99
67.98159,1095.66
68.01209,1152.83
68.0426,1065.57
68.0731,1145.81
68.1036,1108.7
68.1341,1190.96
68.16461,1118.73
68.19511,1130.77
68.22561,1133.77
68.25612,1143.81
68.28662,1179.92
68.31712,1155.84
68.34763,1084.62
68.37813,1149.83
68.40863,1179.92
68.43913,1115.72
68.46964,1160.86
68.50014,1143.81
68.53064,1133.77
68.56115,1209.02
68.59165,1194.97
68.62215,1093.65
68.65266,1127.76
68.68316,1161.86
68.71366,1150.83
68.74416,1196.98
68.77467,1114.72
68.80517,1115.72
68.83567,1107.69
68.86618,1120.73
68.89668,1166.88
68.92718,1111.71
68.95769,1266.21
68.98819,1196.98
69.01869,1118.73
69.04919,1099.67
69.0797,1097.66
69.1102,1182.93
69.1407,1188.95
69.17121,1146.82
69.20171,1142.8
69.23221,1170.89
69.26272,1038.49
69.29322,1213.03
69.32372,1182.93
69.35422,1198.98
69.38473,1092.65
69.41523,1208.01
69.44573,1111.71
69.47624,1163.87
69.50674,1151.83
69.53724,1118.73
69.56775,1136.78
69.59825,1060.55
69.62875,1134.78
69.65925,1132.77
69.68976,1085.63
69.72026,1094.65
69.75076,1156.85
69.78127,1214.03
69.81177,1135.78
69.84227,1123.74
69.87278,1177.92
69.90328,1166.88
69.93378,1164.87
69.96428,1075.6
69.99479,1125.75
70.02529,1174.91
70.05579,1058.55
70.0863,1170.89
70.1168,1119.73
70.1473,1110.7
70.17781,1107.69
70.20831,1120.73
70.23881,1154.84
70.26931,1113.71
70.29982,1165.88
70.33032,1179.92
70.36082,1119.73
70.39133,1150.83
70.42183,1165.88
70.45233,1157.85
70.48284,1156.85
70.51334,1073.59
70.54384,1226.08
70.57434,1147.82
70.60485,1163.87
70.63535,1183.94
70.66585,1106.69
70.69636,1155.84
70.72686,1158.85
70.75736,1132.77
70.78787,1159.86
70.81837,1190.96
70.84887,1149.83
70.87937,1162.87
70.90988,1151.83
70.94038,1128.76
70.97088,1103.68
71.00139,1168.89
71.03189,1186.94
71.06239,1160.86
71.0929,1173.9
71.1234,1176.91
71.1539,1170.89
71.1844,1136.78
71.21491,1130.77
71.24541,1065.57
71.27591,1119.73
71.30642,1112.71
71.33692,1145.81
71.36742,1108.7
71.39793,1111.71
71.42843,1105.69
71.45893,1141.8
71.48943,1121.74
71.51994,1201.99
71.55044,1106.69
71.58094,1142.8
71.61145,1139.79
71.64195,1165.88
71.67245,1074.59
71.70296,1160.86
71.73346,1155.84
71.76396,1166.88
71.79446,1130.77
71.82497,1111.71
71.85547,1185.94
71.88597,1118.73
71.91648,1102.68
71.94698,1150.83
71.97748,1140.8
72.00799,1147.82
72.03849,1087.63
72.06899,1143.81
72.09949,1111.71
72.13,1167.88
72.1605,1063.56
72.191,1130.77
72.22151,1092.65
72.25201,1177.92
72.28251,1187.95
72.31302,1076.6
72.34352,1133.77
72.37402,1101.68
72.40452,1149.83
72.43503,1205
72.46553,1175.91
72.49603,1158.85
72.52654,1131.77
72.55704,1101.68
72.58754,1104.68
72.61805,1172.9
72.64855,1149.83
72.67905,1159.86
72.70955,1226.08
72.74006,1108.7
72.77056,1244.14
72.80106,1149.83
72.83157,1174.91
72.86207,1150.83
72.89257,1190.96
72.92308,1177.92
72.95358,1145.81
72.98408,1155.84
73.01458,1153.84
73.04509,1137.79
73.07559,1164.87
73.10609,1133.77
73.1366,1158.85
73.1671,1156.85
73.1976,1140.8
73.22811,1164.87
73.25861,1155.84
73.28911,1166.88
73.31961,1166.88
73.35012,1164.87
73.38062,1107.69
73.41112,1169.89
73.44163,1191.96
73.47213,1132.77
73.50263,1184.94
73.53314,1190.96
73.56364,1078.61
73.59414,1140.8
73.62464,1234.1
73.65515,1130.77
73.68565,1115.72
73.71615,1070.58
73.74666,1204
73.77716,1087.63
73.80766,1132.77
73.83817,1082.62
73.86867,1205
73.89917,1160.86
73.92967,1157.85
73.96018,1116.72
73.99068,1083.62
74.02118,1102.68
74.05169,1098.67
74.08219,1145.81
74.11269,1162.87
74.1432,1125.75
74.1737,1159.86
74.2042,1158.85
74.2347,1111.71
74.26521,1144.81
74.29571,1109.7
74.32621,1152.83
74.35672,1157.85
74.38722,1167.88
74.41772,1119.73
74.44823,1127.76
74.47873,1159.86
74.50923,1104.68
74.53973,1179.92
74.57024,1156.85
74.60074,1161.86
74.63124,1102.68
74.66175,1163.87
74.69225,1144.81
74.72275,1174.91
74.75326,1199.99
74.78376,1145.81
74.81426,1166.88
74.84476,1167.88
74.87527,1186.94
74.90577,1154.84
74.93627,1100.67
74.96678,1141.8
74.99728,1218.05
75.02778,1125.75
75.05829,1071.59
75.08879,1121.74
75.11929,1110.7
75.14979,1179.92
75.1803,1098.67
75.2108,1146.82
75.2413,1121.74
75.27181,1129.76
75.30231,1131.77
75.33281,1182.93
75.36332,1177.92
75.39382,1137.79
75.42432,1150.83
75.45482,1125.75
75.48533,1132.77
75.51583,1138.79
75.54633,1189.95
75.57684,1109.7
75.60734,1163.87
75.63784,1156.85
75.66835,1137.79
75.69885,1106.69
75.72935,1143.81
75.75985,1170.89
75.79036,1118.73
75.82086,1151.83
75.85136,1143.81
75.88187,1146.82
75.91237,1151.83
75.94287,1141.8
75.97338,1200.99
76.00388,1129.76
76.03438,1152.83
76.06488,1140.8
76.09539,1140.8
76.12589,1152.83
76.15639,1169.89
76.1869,1135.78
76.2174,1168.89
76.2479,1161.86
76.27841,1157.85
76.30891,1160.86
76.33941,1069.58
76.36991,1131.77
76.40042,1140.8
76.43092,1193.97
76.46142,1151.83
76.49193,1161.86
76.52243,1073.59
76.55293,1156.85
76.58344,1161.86
76.61394,1117.72
76.64444,1179.92
76.67494,1122.74
76.70545,1176.91
76.73595,1097.66
76.76645,1082.62
76.79696,1135.78
76.82746,1107.69
76.85796,1121.74
76.88847,1117.72
76.91897,1140.8
76.94947,1226.08
76.97997,1132.77
77.01048,1134.78
77.04098,1199.99
77.07148,1092.65
77.10199,1113.71
77.13249,1124.75
77.16299,1112.71
77.1935,1160.86
77.224,1141.8
77.2545,1103.68
77.285,1177.92
77.31551,1167.88
77.34601,1152.83
77.37651,1238.12
77.40702,1120.73
77.43752,1125.75
77.46802,1149.83
77.49853,1123.74
77.52903,1056.54
77.55953,1121.74
77.59003,1145.81
77.62054,1100.67
77.65104,1141.8
77.68154,1160.86
77.71205,1143.81
77.74255,1147.82
77.77305,1153.84
77.80356,1177.92
77.83406,1098.67
77.86456,1149.83
77.89506,1141.8
77.92557,1130.77
77.95607,1190.96
77.98657,1159.86
78.01708,1127.76
78.04758,1159.86
78.07808,1126.75
78.10859,1147.82
78.13909,1122.74
78.16959,1168.89
78.20009,1130.77
78.2306,1186.94
78.2611,1135.78
78.2916,1122.74
78.32211,1088.64
78.35261,1038.49
78.38311,1178.92
78.41362,1135.78
78.44412,1093.65
78.47462,1178.92
78.50512,1161.86
78.53563,1123.74
78.56613,1167.88
78.59663,1124.75
78.62714,1126.75
78.65764,1162.87
78.68814,1079.61
78.71865,1149.83
78.74915,1088.64
78.77965,1150.83
78.81015,1133.77
78.84066,1072.59
78.87116,1123.74
78.90166,1100.67
78.93217,1089.64
78.96267,1185.94
78.99317,1128.76
79.02368,1047.52
79.05418,1145.81
79.08468,1093.65
79.11518,1154.84
79.14569,1179.92
79.17619,1181.93
79.20669,1106.69
79.2372,1124.75
79.2677,1171.9
79.2982,1194.97
79.32871,1087.63
79.35921,1167.88
79.38971,1110.7
79.42021,1192.96
79.45072,1092.65
79.48122,1187.95
79.51172,1104.68
79.54223,1218.05
79.57273,1125.75
79.60323,1161.86
79.63374,1180.93
79.66424,1172.9
79.69474,1082.62
79.72524,1090.64
79.75575,1152.83
79.78625,1139.79
79.81675,1146.82
79.84726,1106.69
79.87776,1144.81
79.90826,1176.91
79.93877,1176.91
79.96927,1140.8
79.99977,1211.02
80.03027,1227.08
80.06078,1155.84
80.09128,1154.84
80.12178,1127.76
80.15229,1169.89
80.18279,1220.05
80.21329,1196.98
80.2438,1146.82
80.2743,1156.85
80.3048,1089.64
80.3353,1175.91
80.36581,1141.8
80.39631,1154.84
80.42681,1152.83
80.45732,1149.83
80.48782,1128.76
80.51832,1160.86
80.54883,1113.71
80.57933,1097.66
80.60983,1124.75
80.64033,1239.12
80.67084,1170.89
80.70134,1193.97
80.73184,1166.88
80.76235,1181.93
80.79285,1103.68
80.82335,1175.91
80.85386,1219.05
80.88436,1145.81
80.91486,1183.94
80.94536,1143.81
80.97587,1147.82
81.00637,1164.87
81.03687,1075.6
81.06738,1085.63
81.09788,1167.88
81.12838,1180.93
81.15889,1138.79
81.18939,1135.78
81.21989,1172.9
81.25039,1117.72
81.2809,1210.02
81.3114,1174.91
81.3419,1096.66
81.37241,1132.77
81.40291,1173.9
81.43341,1136.78
81.46392,1171.9
81.49442,1153.84
81.52492,1115.72
81.55542,1130.77
81.58593,1134.78
81.61643,1132.77
81.64693,1140.8
81.67744,1138.79
81.70794,1124.75
81.73844,1122.74
81.76895,1161.86
81.79945,1149.83
81.82995,1143.81
81.86045,1105.69
81.89096,1119.73
81.92146,1116.72
81.95196,1185.94
81.98247,1160.86
82.01297,1139.79
82.04347,1152.83
82.07398,1129.76
82.10448,1113.71
82.13498,1201.99
82.16548,1150.83
